ID ,SC,RAZON,FIn,Fter,TASA,ZC,TM,Pt,CP,EC,Md,ISPknn,Plz,MFCZ
1,ACTIVO,RECUPERACION,2023-01-04 00:00:00,2025-12-31 00:00:00,26,TIJUANA,ICE,UBER,22163,29,2023,7393.040857,-0.527833046,-1.030508855
2,TERMINADO,TERMINADO,2023-01-04 00:00:00,2025-10-15 00:00:00,26,TIJUANA,ICE,UBER,22216,29,2021,8104.49225,-1.002078664,-0.522288333
3,TERMINADO,TERMINADO,2023-01-04 00:00:00,2026-01-03 00:00:00,26,CDMX Y AREA METROPOLITANA,ICE,UBER,9880,37,2023,7867.317048,-0.527833046,-0.858564614
4,ACTIVO,ACTIVO,2023-01-04 00:00:00,2025-12-31 00:00:00,26,CDMX Y AREA METROPOLITANA,ICE,UBER,57500,26,2023,7867.317048,-0.527833046,-0.858564614
5,ACTIVO,ACTIVO,2023-01-11 00:00:00,2026-01-07 00:00:00,26,CDMX Y AREA METROPOLITANA,ICE,UBER,55238,41,2023,8479.842333,-0.527833046,-1.389829765
6,ACTIVO,ACTIVO,2023-01-11 00:00:00,2026-01-07 00:00:00,26,TIJUANA,ICE,UBER,22667,25,2023,7393.040857,-0.527833046,-1.030825543
7,ACTIVO,RECUPERACION,2023-01-11 00:00:00,2026-01-07 00:00:00,26,TIJUANA,ICE,UBER,22564,35,2023,4813.151333,-0.527833046,-1.037299963
8,QUEBRANTADO,DEMANDA,2023-01-11 00:00:00,2025-12-24 00:00:00,26,JALISCO,ICE,UBER,44259,44,2023,7164.64781,-0.646394451,-1.02548783
9,ACTIVO,ACTIVO,2023-01-11 00:00:00,2026-01-07 00:00:00,26,TIJUANA,ICE,UBER,22237,48,2023,4813.151333,-0.527833046,-1.037299963
10,TERMINADO,TERMINADO,2023-01-11 00:00:00,2026-01-27 00:00:00,26,CDMX Y AREA METROPOLITANA,ICE,UBER,5010,45,2023,7867.317048,-0.527833046,-0.859608894
11,TERMINADO,TERMINADO,2023-01-18 00:00:00,2025-12-04 00:00:00,26,CDMX Y AREA METROPOLITANA,ICE,UBER,53658,45,2023,9375.409524,-0.527833046,-1.117557439
12,TERMINADO,TERMINADO,2023-01-18 00:00:00,2026-02-06 00:00:00,26,JALISCO,ICE,UBER,45188,43,2023,9320.167095,-0.527833046,-1.23433978
13,TERMINADO,TERMINADO,2023-01-18 00:00:00,2026-02-04 00:00:00,26,JALISCO,ICE,UBER,45567,58,2022,8601.805048,-0.527833046,-0.893120332
14,ACTIVO,ACTIVO,2023-01-18 00:00:00,2026-01-14 00:00:00,26,CDMX Y AREA METROPOLITANA,ICE,UBER,1560,45,2022,6857.921048,-0.527833046,-1.375410094
15,ACTIVO,ACTIVO,2023-01-25 00:00:00,2026-01-21 00:00:00,26,JALISCO,ICE,UBER,48290,26,2023,7164.64781,-0.527833046,-1.025466932
16,ACTIVO,ACTIVO,2023-01-25 00:00:00,2026-01-21 00:00:00,26,CDMX Y AREA METROPOLITANA,ICE,UBER,7188,43,2022,6857.921048,-0.527833046,-1.375410094
17,ACTIVO,ACTIVO,2023-01-25 00:00:00,2026-01-21 00:00:00,26,TIJUANA,ICE,UBER,22210,27,2023,6968.744857,-0.527833046,-0.733015212
18,ACTIVO,ACTIVO,2023-01-25 00:00:00,2026-01-21 00:00:00,26,JALISCO,ICE,UBER,45615,34,2023,6949.494333,-0.527833046,-0.728543732
19,ACTIVO,ACTIVO,2023-01-25 00:00:00,2026-01-21 00:00:00,26,JALISCO,ICE,UBER,44760,41,2023,6949.494333,-0.527833046,-0.728543732
20,ACTIVO,ACTIVO,2023-02-01 00:00:00,2026-01-28 00:00:00,26,JALISCO,ICE,UBER,48280,24,2022,7145.476167,-0.527833046,-1.205357379
21,QUEBRANTADO,DEMANDA,2023-02-01 00:00:00,2024-11-06 00:00:00,26,JALISCO,ICE,UBER,44270,38,2022,6317.939714,-2.484096221,-1.355997102
22,TERMINADO,TERMINADO,2023-02-08 00:00:00,2025-07-17 00:00:00,26,CDMX Y AREA METROPOLITANA,ICE,UBER,55430,54,2023,8719.086333,-0.527833046,-0.462988477
23,ACTIVO,ACTIVO,2023-02-15 00:00:00,2026-02-11 00:00:00,26,NUEVO LEON,ICE,UBER,66073,55,2023,7370.324714,-0.527833046,-0.550048405
24,ACTIVO,ACTIVO,2023-02-22 00:00:00,2026-02-18 00:00:00,26,JALISCO,ICE,UBER,48318,32,2023,7732.905667,-0.527833046,-1.066820804
25,ACTIVO,ACTIVO,2023-03-01 00:00:00,2026-02-25 00:00:00,27,JALISCO,ICE,UBER,45875,39,2022,8007.317048,-0.527833046,-1.210606129
26,ACTIVO,PERDIDA O ROBO TOTAL,2023-03-08 00:00:00,2026-03-04 00:00:00,27,NUEVO LEON,ICE,UBER,66052,47,2023,6825.647,-0.527833046,-1.209283731
27,ACTIVO,ACTIVO,2023-03-15 00:00:00,2026-03-11 00:00:00,27,NUEVO LEON,ICE,UBER,66219,30,2023,7947.866952,-0.527833046,-1.295957353
28,ACTIVO,ACTIVO,2023-03-22 00:00:00,2026-03-18 00:00:00,27,CDMX Y AREA METROPOLITANA,HEV,UBER,57500,44,2023,9343.715571,-0.527833046,-0.176770199
29,TERMINADO,TERMINADO,2023-03-30 00:00:00,2025-06-14 00:00:00,27,TIJUANA,ICE,UBER,22163,32,2021,7503.7375,-1.891289198,-2.003458865
30,ACTIVO,ACTIVO,2023-03-30 00:00:00,2026-03-26 00:00:00,27,NUEVO LEON,HEV,UBER,67200,55,2023,7222.865952,-0.527833046,-0.250797456
31,ACTIVO,RECUPERACION,2023-03-30 00:00:00,2026-03-26 00:00:00,27,CDMX Y AREA METROPOLITANA,ICE,UBER,3660,61,2023,8397.938774,-0.527833046,-1.203085039
32,ACTIVO,ACTIVO,2023-04-12 00:00:00,2026-04-08 00:00:00,27,CDMX Y AREA METROPOLITANA,HEV,UBER,9060,50,2023,6982.080333,-0.527833046,-0.378687982
33,TERMINADO,PERDIDA O ROBO TOTAL,2023-04-12 00:00:00,2024-09-04 00:00:00,27,CDMX Y AREA METROPOLITANA,EV,UBER,1610,26,2023,8963.427181,-0.527833046,1.074868164
34,ACTIVO,ACTIVO,2023-04-12 00:00:00,2026-04-08 00:00:00,27,TIJUANA,ICE,UBER,22254,44,2023,9545.008857,-0.527833046,-1.180560341
35,ACTIVO,ACTIVO,2023-04-19 00:00:00,2026-04-15 00:00:00,27,QUERETARO,ICE,UBER,76116,45,2023,9545.008857,-0.527833046,-1.180382772
36,ACTIVO,PERDIDA O ROBO TOTAL,2023-04-26 00:00:00,2026-04-22 00:00:00,27,CDMX Y AREA METROPOLITANA,ICE,UBER,16810,45,2024,9320.932714,-0.527833046,-1.203085039
37,ACTIVO,ACTIVO,2023-05-03 00:00:00,2026-04-29 00:00:00,27,CDMX Y AREA METROPOLITANA,ICE,UBER,7119,41,2023,9327.579476,-0.527833046,-1.203085039
38,REESTRUCTURADO,ACTIVO,2023-05-25 00:00:00,2024-04-01 00:00:00,27,TIJUANA,HEV,UBER,22235,41,2023,7133.709,-0.527833046,-1.671982812
39,ACTIVO,ACTIVO,2023-06-01 00:00:00,2026-05-28 00:00:00,27,CDMX Y AREA METROPOLITANA,ICE,UBER,15850,50,2023,9740.548667,-0.527833046,-0.303523419
40,ACTIVO,PERDIDA O ROBO TOTAL,2023-06-01 00:00:00,2026-05-28 00:00:00,27,JALISCO,ICE,UBER,44970,29,2023,6773.066,-0.527833046,-0.685670309
41,TERMINADO,TERMINADO,2023-06-01 00:00:00,2025-10-24 00:00:00,27,JALISCO,ICE,UBER,45200,35,2023,8018.30719,-0.527833046,-0.320179367
42,ACTIVO,ACTIVO,2023-06-01 00:00:00,2026-05-28 00:00:00,27,CDMX Y AREA METROPOLITANA,ICE,UBER,42186,54,2023,9301.3615,-0.527833046,-1.307511074
43,ACTIVO,ACTIVO,2023-06-07 00:00:00,2026-06-03 00:00:00,27,CDMX Y AREA METROPOLITANA,ICE,UBER,8100,38,2023,7746.303,-0.527833046,-0.616801404
44,ACTIVO,RECUPERACION,2023-06-14 00:00:00,2025-06-18 00:00:00,27,CDMX Y AREA METROPOLITANA,ICE,UBER,52926,37,2020,7187.306798,-2.039490954,-2.06895598
45,ACTIVO,ACTIVO,2023-06-14 00:00:00,2026-06-10 00:00:00,27,CDMX Y AREA METROPOLITANA,ICE,UBER,53730,45,2023,9320.932714,-0.527833046,-1.203085039
46,ACTIVO,ACTIVO,2023-06-28 00:00:00,2026-06-24 00:00:00,27,CDMX Y AREA METROPOLITANA,ICE,UBER,4420,24,2023,7718.433881,-0.527833046,-1.203085039
47,ACTIVO,RECUPERACION,2023-06-30 00:00:00,2027-06-25 00:00:00,27,CDMX Y AREA METROPOLITANA,EV,UBER,54920,44,2023,8185.438667,1.013465213,0.698325639
48,ACTIVO,ACTIVO,2023-07-05 00:00:00,2026-07-01 00:00:00,27,TIJUANA,ICE,UBER,22234,42,2023,10437.11775,-0.527833046,-0.286950942
49,ACTIVO,RECUPERACION,2023-07-12 00:00:00,2026-07-08 00:00:00,27,BAJA CALIFORNIA,ICE,UBER,22204,42,2023,9323.376667,-0.527833046,-0.289091688
50,CANCELADO,RECUPERACION,2023-07-14 00:00:00,2025-02-10 00:00:00,27,CDMX Y AREA METROPOLITANA,EV,UBER,54180,40,2023,8002.148,-2.839780435,0.698325639
51,ACTIVO,ACTIVO,2023-07-19 00:00:00,2026-07-15 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,11529,64,2023,8524.404,-0.527833046,-0.468556063
52,ACTIVO,ACTIVO,2023-07-27 00:00:00,2026-07-23 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,1400,29,2023,10685.79452,-0.527833046,-0.810857408
53,ACTIVO,ACTIVO,2023-08-02 00:00:00,2026-07-29 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,1560,55,2023,9039.521417,-0.527833046,-0.311917071
54,ACTIVO,ACTIVO,2023-08-02 00:00:00,2026-07-29 00:00:00,29,JALISCO,ICE,UBER,45422,32,2023,7292.690417,-0.527833046,-0.283607214
55,ACTIVO,ACTIVO,2023-08-10 00:00:00,2026-08-06 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,54910,28,2023,8648.239333,-0.527833046,-0.616778357
56,ACTIVO,ACTIVO,2023-08-10 00:00:00,2026-08-06 00:00:00,28,CDMX Y AREA METROPOLITANA,HEV,UBER,53427,52,2023,7805.437,-0.527833046,-0.197895715
57,ACTIVO,ACTIVO,2023-08-10 00:00:00,2026-08-06 00:00:00,29,NUEVO LEON,ICE,UBER,66612,60,2023,9320.167095,-0.527833046,-1.2305578
58,ACTIVO,ACTIVO,2023-08-17 00:00:00,2026-08-13 00:00:00,29,NUEVO LEON,ICE,UBER,66118,41,2023,10421.90814,-0.527833046,-0.327852471
59,ACTIVO,ACTIVO,2023-08-24 00:00:00,2026-08-20 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,9780,42,2023,9100.119833,-0.527833046,-0.303500372
60,REESTRUCTURADO,ACTIVO,2023-08-30 00:00:00,2025-03-18 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,76884,38,2024,7320.567083,-0.527833046,-1.762867948
61,ACTIVO,ACTIVO,2023-08-30 00:00:00,2026-08-26 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,4369,47,2023,7778.212583,-0.527833046,-0.512352322
62,ACTIVO,ACTIVO,2023-08-30 00:00:00,2026-08-26 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,56386,51,2023,8357.928381,-0.527833046,-1.215228071
63,QUEBRANTADO,DEMANDA,2023-08-31 00:00:00,2025-10-07 00:00:00,28,CDMX Y AREA METROPOLITANA,EV,UBER,14427,53,2023,6960.562571,-2.039490954,0.593405587
64,ACTIVO,ACTIVO,2023-09-06 00:00:00,2026-09-02 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,57610,59,2024,6942.642571,-0.527833046,-0.981103574
65,ACTIVO,ACTIVO,2023-09-06 00:00:00,2026-09-02 00:00:00,29,NUEVO LEON,ICE,UBER,66655,35,2023,9836.893762,-0.527833046,-0.327852471
66,TERMINADO,TERMINADO,2023-09-13 00:00:00,2025-07-05 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,56304,31,2020,8104.49225,-1.832008496,-0.522755961
67,QUEBRANTADO,DEMANDA,2023-09-13 00:00:00,2025-10-07 00:00:00,29,JALISCO,ICE,UBER,45410,50,2024,9598.456333,-2.009850603,-1.012525375
68,ACTIVO,ACTIVO,2023-09-20 00:00:00,2026-09-16 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,54457,62,2024,6898.771571,-0.527833046,-0.981325924
69,ACTIVO,ACTIVO,2023-09-20 00:00:00,2026-09-16 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,16429,42,2024,6972.673524,-0.527833046,-0.981325924
70,ACTIVO,ACTIVO,2023-09-26 00:00:00,2026-09-22 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,1530,27,2024,6848.34719,-0.527833046,-0.981325924
71,ACTIVO,ACTIVO,2023-09-26 00:00:00,2026-09-22 00:00:00,29,JALISCO,ICE,UBER,45640,50,2024,8601.805048,-0.527833046,-0.893587959
72,ACTIVO,ACTIVO,2023-09-26 00:00:00,2026-09-22 00:00:00,28,QUERETARO,ICE,UBER,76117,30,2024,8104.49225,-0.527833046,-0.522755961
73,ACTIVO,ACTIVO,2023-09-26 00:00:00,2026-09-22 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,57630,34,2024,6972.673524,-0.527833046,-0.981325924
74,QUEBRANTADO,DEMANDA,2023-09-26 00:00:00,2024-11-06 00:00:00,28,CDMX Y AREA METROPOLITANA,HEV,UBER,56607,59,2024,8070.538667,-3.49186816,0.004019321
75,ACTIVO,RECUPERACION,2023-10-10 00:00:00,2026-10-06 00:00:00,29,JALISCO,ICE,UBER,45420,39,2024,7494.243333,-0.527833046,-1.055108262
76,ACTIVO,ACTIVO,2023-10-10 00:00:00,2026-10-06 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,9920,55,2024,8479.842333,-0.527833046,-1.390012947
77,ACTIVO,ACTIVO,2023-10-10 00:00:00,2026-10-06 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,56577,43,2024,7638.601857,-0.527833046,-0.972308927
78,ACTIVO,ACTIVO,2023-10-17 00:00:00,2026-10-13 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,55763,49,2024,7927.30019,-0.527833046,-0.995472493
79,ACTIVO,RECUPERACION,2023-10-17 00:00:00,2026-10-13 00:00:00,29,JALISCO,ICE,UBER,45655,46,2024,7806.330714,-0.527833046,-0.992204116
80,ACTIVO,ACTIVO,2023-10-17 00:00:00,2026-10-13 00:00:00,28,CDMX Y AREA METROPOLITANA,HEV,UBER,55755,47,2024,8784.554,-0.527833046,-0.140818524
81,REESTRUCTURADO,ACTIVO,2023-10-17 00:00:00,2024-05-17 00:00:00,28,CDMX Y AREA METROPOLITANA,HEV,UBER,53970,54,2024,7065.958679,-0.527833046,0.692396466
82,ACTIVO,ACTIVO,2023-10-24 00:00:00,2026-10-20 00:00:00,29,JALISCO,ICE,UBER,45653,42,2024,9036.324,-0.527833046,-1.010436814
83,ACTIVO,ACTIVO,2023-10-24 00:00:00,2026-10-20 00:00:00,28,CDMX Y AREA METROPOLITANA,HEV,UBER,10600,43,2024,9112.007333,-0.527833046,-0.137685801
84,ACTIVO,ACTIVO,2023-10-24 00:00:00,2026-10-20 00:00:00,28,CDMX Y AREA METROPOLITANA,HEV,UBER,54140,38,2024,9112.007333,-0.527833046,-0.137685801
85,ACTIVO,ACTIVO,2023-11-14 00:00:00,2026-11-10 00:00:00,28,CDMX Y AREA METROPOLITANA,HEV,UBER,56610,61,2024,8564.542714,-0.527833046,-0.145644903
86,ACTIVO,ACTIVO,2023-11-17 00:00:00,2027-11-12 00:00:00,28,CDMX Y AREA METROPOLITANA,EV,UBER,56644,42,2023,8637.048571,1.013465213,0.656357618
87,ACTIVO,RECUPERACION,2023-11-22 00:00:00,2026-11-18 00:00:00,28,QUERETARO,ICE,UBER,76505,31,2024,7026.848429,-0.527833046,-1.099668774
88,TERMINADO,RECUPERACION,2023-11-24 00:00:00,2025-12-31 00:00:00,28,CDMX Y AREA METROPOLITANA,EV,UBER,55710,53,2022,10239.83338,1.013465213,0.483131103
89,ACTIVO,ACTIVO,2023-11-29 00:00:00,2026-11-25 00:00:00,29,JALISCO,ICE,UBER,44740,60,2024,9333.785971,-0.527833046,-1.158086514
90,ACTIVO,ACTIVO,2023-11-29 00:00:00,2026-11-25 00:00:00,30,TIJUANA,ICE,UBER,22170,31,2024,8417.150533,-0.527833046,-0.908257804
91,ACTIVO,ACTIVO,2023-11-29 00:00:00,2026-11-25 00:00:00,30,TIJUANA,ICE,UBER,22163,39,2024,8417.150533,-0.527833046,-0.908257804
92,ACTIVO,ACTIVO,2023-12-06 00:00:00,2026-12-02 00:00:00,30,TIJUANA,ICE,UBER,22217,51,2024,8700.728381,-0.527833046,-0.880903502
93,QUEBRANTADO,DEMANDA,2023-12-13 00:00:00,2025-12-15 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,56250,46,2024,7226.30781,-0.527833046,-0.989756236
94,ACTIVO,RECUPERACION,2023-12-13 00:00:00,2026-12-09 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,54765,51,2024,7732.905667,-0.527833046,-1.068075732
95,ACTIVO,ACTIVO,2023-12-13 00:00:00,2026-12-09 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,14040,48,2024,9375.409524,-0.527833046,-1.12028869
96,ACTIVO,ACTIVO,2023-12-20 00:00:00,2026-12-16 00:00:00,29,NUEVO LEON,ICE,UBER,66025,45,2024,8751.73081,-0.527833046,-1.288174388
97,ACTIVO,ACTIVO,2023-12-20 00:00:00,2026-12-16 00:00:00,29,JALISCO,ICE,UBER,45870,58,2024,9267.635667,-0.527833046,-0.443395766
98,ACTIVO,ACTIVO,2023-12-20 00:00:00,2026-12-16 00:00:00,29,JALISCO,ICE,UBER,45420,56,2024,9267.635667,-0.527833046,-0.443395766
99,ACTIVO,ACTIVO,2023-12-22 00:00:00,2026-12-18 00:00:00,28,CDMX Y AREA METROPOLITANA,EV,UBER,56644,37,2022,7589.136333,-0.527833046,0.56210929
100,ACTIVO,ACTIVO,2024-01-10 00:00:00,2027-01-06 00:00:00,29.75,NUEVO LEON,ICE,UBER,66003,40,2024,9833.709667,-0.527833046,-1.079357187
101,CANCELADO,RECUPERACION,2024-01-12 00:00:00,2025-02-10 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55025,42,2023,7783.590667,-3.49186816,0.70343742
102,REESTRUCTURADO,ACTIVO,2024-01-17 00:00:00,2025-04-01 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,52927,51,2024,8022.02881,-0.527833046,-0.538308995
103,ACTIVO,ACTIVO,2024-01-17 00:00:00,2027-01-13 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,55289,39,2024,8654.174714,-0.527833046,-0.30188517
104,ACTIVO,RECUPERACION,2024-01-17 00:00:00,2027-01-13 00:00:00,30.75,TIJUANA,HEV,UBER,22163,44,2023,6850.546,-0.527833046,0.224405288
105,ACTIVO,ACTIVO,2024-01-24 00:00:00,2027-01-20 00:00:00,29.75,NUEVO LEON,EV,UBER,66653,45,2024,8005.957286,-0.527833046,0.056285777
106,ACTIVO,ACTIVO,2024-01-24 00:00:00,2027-01-20 00:00:00,29.75,NUEVO LEON,ICE,UBER,67169,32,2024,7914.809333,-0.527833046,-0.389453924
107,ACTIVO,ACTIVO,2024-01-26 00:00:00,2028-01-21 00:00:00,28,CDMX Y AREA METROPOLITANA,EV,UBER,54180,41,2023,8002.148,1.013465213,0.698325639
108,ACTIVO,RECUPERACION,2024-01-26 00:00:00,2028-01-21 00:00:00,28,CDMX Y AREA METROPOLITANA,EV,UBER,14427,53,2023,6960.562571,1.013465213,0.593405587
109,ACTIVO,ACTIVO,2024-01-26 00:00:00,2028-01-21 00:00:00,28,CDMX Y AREA METROPOLITANA,EV,UBER,55023,52,2023,6486.646714,1.013465213,0.897506082
110,ACTIVO,ACTIVO,2024-01-31 00:00:00,2028-01-26 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,15220,42,2023,7855.654333,1.013465213,1.116447251
111,ACTIVO,RECUPERACION,2024-01-31 00:00:00,2027-01-27 00:00:00,29.75,JALISCO,ICE,UBER,45640,30,2024,9287.239333,-0.527833046,-1.140828239
112,ACTIVO,ACTIVO,2024-01-31 00:00:00,2027-01-27 00:00:00,29.75,JALISCO,ICE,UBER,45679,57,2024,9287.239333,-0.527833046,-1.140828239
113,ACTIVO,ACTIVO,2024-01-31 00:00:00,2027-01-27 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,5000,47,2024,9284.349524,-0.527833046,-0.908495439
114,REESTRUCTURADO,ACTIVO,2024-01-31 00:00:00,2024-08-03 00:00:00,30.75,TIJUANA,ICE,UBER,22163,28,2024,8479.210667,-0.527833046,-0.986674981
115,ACTIVO,ACTIVO,2024-01-31 00:00:00,2027-01-27 00:00:00,29.75,JALISCO,ICE,UBER,45640,37,2024,7880.646,-0.527833046,-0.489735675
116,ACTIVO,ACTIVO,2024-02-07 00:00:00,2027-02-03 00:00:00,29.75,JALISCO,ICE,UBER,45655,47,2024,7878.140833,-0.527833046,-1.244009974
117,ACTIVO,ACTIVO,2024-02-07 00:00:00,2027-02-03 00:00:00,29.75,NUEVO LEON,ICE,UBER,67113,51,2024,9262.983714,-0.527833046,-0.598305874
118,ACTIVO,RECUPERACION,2024-02-07 00:00:00,2027-02-03 00:00:00,28.75,QUERETARO,ICE,UBER,76085,31,2025,8557.218333,-0.527833046,-0.889456453
119,ACTIVO,ACTIVO,2024-02-14 00:00:00,2027-02-10 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,9700,56,2024,8199.415714,-0.527833046,-0.871294329
120,ACTIVO,RECUPERACION,2024-02-21 00:00:00,2027-02-17 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,14090,57,2024,6944.05381,-0.527833046,-0.830773016
121,ACTIVO,ACTIVO,2024-02-21 00:00:00,2027-02-17 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,16780,54,2024,6944.05381,-0.527833046,-0.830773016
122,ACTIVO,ACTIVO,2024-02-21 00:00:00,2027-02-17 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,8600,43,2024,7166.40981,-0.527833046,-0.830773016
123,ACTIVO,ACTIVO,2024-02-21 00:00:00,2027-02-17 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,9620,38,2024,7548.567143,-0.527833046,-0.170057546
124,ACTIVO,ACTIVO,2024-02-26 00:00:00,2027-02-22 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,4260,32,2024,7467.336381,-0.527833046,-0.831075732
125,ACTIVO,ACTIVO,2024-02-26 00:00:00,2027-02-22 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,7170,31,2024,7467.336381,-0.527833046,-0.831075732
126,ACTIVO,ACTIVO,2024-02-26 00:00:00,2027-02-22 00:00:00,29.75,JALISCO,ICE,UBER,45680,50,2024,9267.635667,-0.527833046,-0.443395766
127,ACTIVO,ACTIVO,2024-02-26 00:00:00,2027-02-22 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,10010,57,2024,7467.336381,-0.527833046,-0.831075732
128,TERMINADO,TERMINADO,2024-02-26 00:00:00,2025-11-15 00:00:00,28.75,CDMX Y AREA METROPOLITANA,HEV,UBER,2750,48,2024,8288.480286,-0.527833046,-0.249068453
129,ACTIVO,ACTIVO,2024-02-29 00:00:00,2028-02-24 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,54958,52,2024,6098.482143,1.013465213,0.79284289
130,ACTIVO,RECUPERACION,2024-02-29 00:00:00,2028-02-24 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,54570,42,2024,6660.056143,1.013465213,0.79284289
131,ACTIVO,ACTIVO,2024-02-29 00:00:00,2028-02-24 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,6760,40,2024,6660.056143,1.013465213,0.79284289
132,ACTIVO,ACTIVO,2024-02-29 00:00:00,2028-02-24 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,54416,43,2024,6660.056143,1.013465213,0.79284289
133,ACTIVO,RECUPERACION,2024-03-14 00:00:00,2027-03-11 00:00:00,29.75,NUEVO LEON,ICE,UBER,67257,37,2024,8226.494324,-0.527833046,-1.006440843
134,ACTIVO,ACTIVO,2024-03-14 00:00:00,2027-03-11 00:00:00,30.75,TIJUANA,ICE,UBER,22106,42,2024,9716.581143,-0.527833046,-0.879424672
135,ACTIVO,ACTIVO,2024-03-14 00:00:00,2027-03-11 00:00:00,29.75,JALISCO,ICE,UBER,44360,67,2024,9287.239333,-0.527833046,-1.140387838
136,ACTIVO,ACTIVO,2024-03-14 00:00:00,2027-03-11 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,55885,47,2024,7204.450286,-0.527833046,-0.831869242
137,ACTIVO,ACTIVO,2024-03-21 00:00:00,2027-03-18 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,9800,44,2024,6977.141286,-0.527833046,-0.83187975
138,ACTIVO,ACTIVO,2024-03-21 00:00:00,2027-03-18 00:00:00,30.75,TIJUANA,ICE,UBER,22125,43,2024,8705.200333,-0.527833046,-0.774998637
139,ACTIVO,ACTIVO,2024-03-21 00:00:00,2027-03-18 00:00:00,29.75,NUEVO LEON,ICE,UBER,66600,33,2024,8226.494324,-0.527833046,-1.006440843
140,REESTRUCTURADO,ACTIVO,2024-03-22 00:00:00,2024-05-01 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,2000,41,2024,8061.967619,1.013465213,0.952289558
141,ACTIVO,ACTIVO,2024-03-27 00:00:00,2027-03-24 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,9230,49,2024,8350.611857,-0.527833046,-0.838197499
142,ACTIVO,ACTIVO,2024-03-27 00:00:00,2027-03-24 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,55404,44,2024,8923.405333,-0.527833046,-0.838197499
143,ACTIVO,ACTIVO,2024-03-27 00:00:00,2027-03-24 00:00:00,29.75,JALISCO,ICE,UBER,44330,55,2024,9287.239333,-0.527833046,-1.140387838
144,ACTIVO,RECUPERACION,2024-03-27 00:00:00,2027-03-24 00:00:00,29.75,JALISCO,ICE,UBER,45200,40,2024,8126.737833,-0.527833046,-1.244813873
145,REESTRUCTURADO,ACTIVO,2024-03-29 00:00:00,2024-05-17 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,53227,52,2024,6909.003905,1.013465213,0.952289558
146,REESTRUCTURADO,ACTIVO,2024-03-29 00:00:00,2024-05-08 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,7130,51,2024,6313.24319,1.013465213,0.952289558
147,REESTRUCTURADO,ACTIVO,2024-03-29 00:00:00,2024-05-31 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,Uber,56570,49,2025,7372.967381,1.013465213,0.826385375
148,ACTIVO,PERDIDA O ROBO TOTAL,2024-04-04 00:00:00,2027-04-01 00:00:00,28.75,QUERETARO,ICE,UBER,76915,54,2024,8557.218333,-0.527833046,-0.890260352
